Nome;Rating;Posição Principal
Sergey Ignashevich;78;CB
Reyes;78;RM/CAM
Nigel de Jong;78;CDM/CM
Mathieu Bodmer;78;CDM/CAM
Joaquín;78;RM/ST
Claudio Pizarro;78;ST/CAM
César Navas;78;CB
Alessandro Gamberini;78;CB
Kylian Mbappe Lottin;77;ST
Alban Lafont;77;GK
Renato Sanches;77;CM
Formosandrinho;77;ST/CF
Sidney Pessinho;77;CDM/CM
Everticinho;77;RB/CM
Louri Beretta;77;ST/CF
Claudio Coíntra;77;CAM/CF
Maikel Catarino;77;RB/RM
Ronaldo Esler;77;LB/LM
Gazzolisco;77;LB/LM
Raphaelito Anjos;77;GK
Mauricio Lemos;77;CB
Dalbert;77;LB/LWB
Lorenzo Pellegrini;77;CM
Yeray;77;CB/RB
Vincent Janssen;77;ST
Pablo Fornals;77;CM/CAM/RM
Marcos Llorente;77;CDM/CM
Martín Campaña;77;GK
Nadiem Amiri;77;CAM/LM
Vincent Koziello;77;CM/CDM
Vallejo;77;CB
 ener Özbayrakl ;77;RB
Franco Cervi;77;LM/RM
Malcom;78;RM/RW
Rick Karsdorp;77;RB
Dani Ceballos;78;CM/CDM/CAM
Hirving Lozano;77;LW/RW
Yoan Cardinale;77;GK
Badou Ndiaye;77;CAM/CM
Alessandro Schöpf;77;RM/RWB
Davinson Sánchez;77;CB
Matias Vecino;77;CM/CDM
Georges-Kévin Nkoudou;77;LM
Sandro;77;ST/LW
Wesley Hoedt;77;CB
Bastos;77;CB
Wallace;77;CB
Youri Tielemans;78;CM/CAM
Alen Halilovi ;77;CAM/RM
Yuriy Lodygin;77;GK
Silvan Widmer;77;RB/RM
Gino Peruzzi;77;RB
Pablo Pérez;77;CM
Darío Benedetto;77;ST
Iván Marcone;77;CDM
Matías Kranevitter;77;CDM/CM
Emmanuel Mas;77;LB
Franco Armani;77;GK
Daniel Torres;77;CDM/CM
Felipe Pardo;77;RW/RM
Sardar Azmoun;77;ST
Alan Ruiz;77;CF/ST
Diego Rolán;77;ST/LW
Mohamed Elneny;77;CDM/CM
Mario Lemina;77;CM/CDM
Anderson Talisca;77;CAM/CM
Bruno Fernandes;77;CAM/CF
Roberto Gagliardini;77;CM/CDM
Kerem Demirbay;77;CAM/ST
Nicolás Tagliafico;77;LB
Pablo De Blasis;77;LM/ST
Carles Gil;77;RM/CAM
Luca Zuffi;75;CDM/CM
Juan Fernando Quintero;77;CAM
Jonny;77;LB/CB
Otávio;77;LM/CAM
Alexander Szymanowski;77;LM/LW
Jhon Córdoba;77;ST
Jozabed;77;CAM/CM
Pacheco;77;GK
Sam Larsson;77;LW
Abdul Rahman Baba;77;LB/LM
Andreas Samaris;77;CDM
Gabriel;77;CAM/ST/CM
Gerard Moreno;77;ST
Erik Durm;77;LB/RB
Tobias Strobl;77;CDM/CB
Marçal;77;LB
Leandro Paredes;77;CDM/CM
Roberto Torres;77;CM/RM
Mitchell Weiser;77;RB/RM
Dominique Heintz;77;CB
Serge Gnabry;77;LM/RM
Jetro Willems;77;LB
Leonardo Pavoletti;77;ST
Zouhair Feddal;77;CB/LB
Sébastien Haller;77;ST
Lucas Castro;77;CM/RM
Luís Hernández;77;CB/RB
Marcelo;77;CB
Benjamin Mendy;77;LB
Willi Orban;77;CB
Rubén Pardo;77;CM/CDM
Luís Neto;77;CB
Jores Okore;77;CB
Tomáš Vaclík;77;GK
Zé Luís;77;ST
Pavel Kade ábek;78;RWB/RB
Tonny Vilhena;77;CM/CAM
Terence Kongolo;77;LB/CB
Leonardo Bittencourt;77;LM/RM
Álvaro;77;CB
Stefano Sturaro;77;CM/CDM
Naldo;77;CB
Recio;77;CDM/CM
Valentin Eysseric;77;CAM/RW
Ahmed Musa;76;ST/LM
Jordan Veretout;77;CM/CAM
David López;77;CB/CDM
Ciprian T t ru anu;77;GK
Ladislav Krej í;77;LW/RW
Aïssa Mandi;77;CB/RB
Ismaily;77;LB
Nicolas De Préville;77;ST/RM
Marafona;77;GK
Marko Devi ;77;ST/CAM
Mark Uth;77;ST/RM
Nicolás Blandi;77;ST
Campaña;77;CDM/CM
Marco van Ginkel;77;CM
Wilson Eduardo;77;LW/ST
Ramiro Funes Mori;77;CB
Dennis Praet;77;CAM/RM
Sergi Gómez;77;CB
Brice Dja Djédjé;77;RB
Sergio Álvarez;77;CDM/CM
Juan Manuel Iturbe;77;RW
Luis Muriel;77;ST
Vincent Aboubakar;77;ST
Nampalys Mendy;77;CDM
Luis Alberto;77;CAM/LM
Florentin Pogba;77;CB/LB
Stefan Bell;77;CB
Rodrigo;77;ST/LW
Benjamin Stambouli;77;CDM/CM
Jordi Amat;77;CB/CDM
Jens Toornstra;77;CAM/LW
Papy Djilobodji;77;CB
Ioannis Fetfatzidis;77;CAM/CF
Danny Ings;77;ST
Javi López;77;RB
Andros Townsend;77;RM/LM
Montoya;77;RB/LB
Shinji Okazaki;77;ST/CF
Alper Potuk;77;CAM/RM
André Pinto;77;CB
Nemanja Pej inovi ;77;CB/RB
Germán Pezzella;77;CB
Mattia Destro;77;ST
Guram Kashia;77;CB
Ezequiel Schelotto;77;RB/RM
Marko Baša;77;CB
Costel Pantilimon;77;GK
Marvin Plattenhardt;77;LB
Bóveda;77;RB/CB
Andrea Bertolacci;77;CM/CDM
Diego Reyes;77;CB/CDM
Sébastien Corchia;77;RB
Tomás Rincón;77;CM/RM
Tolgay Arslan;77;CM/CAM
Jan Kirchhoff;77;CDM/CB
Sebastián Blanco;77;RM
Rubén Pérez;77;CDM/CM
Luuk de Jong;77;ST
Éder;77;ST
Tom Cleverley;77;LM/CDM
Victor Sánchez;77;RB/CM
Benjamin Hübner;77;CB
Souza;77;CDM/CM
Bastian Oczipka;77;LB/LWB
Marcel Risse;77;RM/RB
Jonjo Shelvey;77;CM/CDM
Mauro Díaz;77;CAM
Gustavo Bou;77;ST
Mirko Valdifiori;77;CDM/CM
Admir Mehmedi;77;LM/RM
Thomas Heurtaux;77;CB
Lautaro Acosta;77;LW/RW
Daryl Janmaat;77;RB/RWB
Lewis Holtby;77;CM/CAM
Juanfran;77;RB/RM
Maicon;77;LM/ST
Wanderson;77;ST/RW
Mauricio Isla;77;RB/CM
Dayro Moreno;77;ST
Alberto Paloschi;77;ST
Christian Träsch;77;RB/CDM
Cheikhou Kouyaté;77;CDM/CM/RB
Geoff Cameron;77;CB/CDM
Ivan Radovanovic;77;CDM/CM
Sven Ulreich;77;GK
Leroy Fer;77;CM/CDM
Kieran Trippier;77;RB
Luca Rossettini;77;CB/RB
Benjamin Moukandjo;77;ST/RM
Kyriakos Papadopoulos;77;CB
Facundo Roncaglia;77;CB/LB
Nicolai Müller;77;RM/LM
Nabil El Zhar;77;RM/CAM
Yuri;77;LB
Aurélien Chedjou;77;CB
Henri Saivet;77;CM/CDM
Valentin Stocker;77;CAM/LM
Max Gradel;77;LM/RM
Roberto Rosales;77;RB
Carlos Sánchez;77;CDM/CB
Jose Holebas;77;LWB/LB
Beto;77;GK
Antonio Rukavina;77;RB/RM
Mapou Yanga-M'Biwa;77;CB
Makoto Hasebe;77;CDM/CB/RB
Marcelo;77;CB
Charles Kaboré;77;CDM/CM
Mosquera;77;CDM/CM
Stefano Okaka;77;ST
Kamil Grosicki;77;RW/RM
Sebastian Prödl;77;CB
Jonathan De Guzmán;77;CAM/CM
Alessandro Matri;77;ST
Vadis Odjidja-Ofoe;77;CM/CDM
Felipe Caicedo;77;ST
Fran Rico;77;CDM/CAM
Mariano Andújar;77;GK
Nathan Dyer;77;RM/RW
Óscar Trejo;77;CAM/RM
Marco Andreolli;77;CB
Javi Varas;77;GK
Perparim Hetemaj;77;CM/LM
Eljero Elia;77;LW
Jonatan Maidana;77;CB
Caner Erkin;77;LB/LM
Fábio Coentrão;77;LB/LM
Jay Rodriguez;77;LM/ST
Lee Cattermole;77;CDM/CM
Darron Gibson;77;CM/CDM
Shane Long;77;ST/RM
Rémy Riou;77;GK
Ron Vlaar;77;CB
Ari;77;ST/RW
Bebé;77;LM/ST
Ismael Sosa;77;RM/ST
Fernando Gago;77;CM
Itumeleng Khune;77;GK
Eugen Pola ski;77;CDM/CM
Cyril Théréau;77;LW/ST
Charles;77;ST
Sergio;77;GK
Curtis Davies;77;CB
Younès Kaboul;77;CB
Andrea Raggi;77;CB/LB
Glenn Whelan;77;CDM/CM
Guillaume Gillet;77;CDM/RB
Johan Djourou;76;CB
Mauro Boselli;77;ST
Valon Behrami;77;CDM/CM
Agirretxe;77;ST
Jérémy Ménez;77;ST/LW
Gökhan  nler;77;CDM
Alexandre Song;77;CDM/CM
Alfredo Talavera;77;GK
Justo Villar;77;GK
Robert Snodgrass;77;RM
Yuriy Zhirkov;77;LB/LM
Mauro Zárate;77;ST/CF
Steven Davis;77;CM/RM
Francesco Magnanelli;77;CDM
Paul Verhaegh;77;RB
Zydrunas Karcemarskas;77;GK
Alexey Berezutskiy;77;CB
Iván Ramis;77;CB
David García;77;CB/RB
Volkan Demirel;77;GK
Matías Delgado;77;CAM/CF
Agustín Orión;77;GK
Leon Britton;77;CDM/CM
Christian Fuchs;77;LB
Nicolás Burdisso;77;CB
Esteban Cambiasso;77;CM/CDM
Glen Johnson;77;RB/LB
Stefan Kießling;77;ST
Wes Morgan;77;CB
Jimmy Briand;77;ST/RM
Michael Dawson;77;CB
Iraizoz;77;GK
Jaime Valdés;77;CM/CAM
Jelle Van Damme;77;CB/LB
Emmanuel Adebayor;77;ST
Tranquillo Barnetta;77;CAM/CDM
Silvio Proto;77;GK
Daniele Bonera;77;CB
Rémy Vercoutre;77;GK
Morgan De Sanctis;77;GK
Eliseu;77;LB
Roman Weidenfeller;77;GK
Emre Belözo lu;77;CM/CDM
Marko Rog;76;CAM/CM
Issa Diop;76;CB
Amadou Diawara;76;CDM/CM
Ronaldo Cabrais;76;CAM/RM
David Seijalbo;76;CDM
Vieirundinho;76;CB
Welington Dano;76;LB/LM
Nelsildo Reis;76;GK
Fred Aníbão;76;GK
Gabri Prestão;76;GK
Rosberto Dourado;76;CDM/CAM
Everton Andrão;76;CDM/CM
Eltildo Correia;76;CB/LB
Juiano Mestres;76;CB/CDM
Antônio Chiamuloira;76;CB/LB
Leon Bailey;76;LM/RM
Marko Pjaca;76;LW
Palhinha;76;CDM/CM
Bart Ramselaar;76;CAM/LW
Moussa Marega;76;ST/RW
Daniel Podence;76;RW
André Onana;76;GK
Aritz Elustondo;76;RB/CB
Kelechi Iheanacho;76;ST
Ivan Ordets;76;CB
Diogo Jota;76;ST/LW
Gonçalo Guedes;76;ST/LW
Danilo;76;CM/CDM
Ozan Tufan;76;CDM/CM
Aytaç Sulu;76;CB
Ahmet Çal k;76;CB
Breel Embolo;76;RM/ST
Nikola Vukcevi ;76;CDM
Erick Gutiérrez;76;CM
Lucas Hernández;76;CB/LB
Andrija Živkovi ;76;LM/RM
Óscar Romero;76;RM/LM
Enner Valencia;76;ST/LW
Sebastián Cristóforo;76;CDM/CM
Diego Carlos;76;CB
José Luis Gómez;76;RB/RM
Camarasa;76;CM/CAM
Jonathan Calleri;76;ST
Gustavo Gómez;76;CB
Genki Haraguchi;76;RM/LM
Víctor García;76;RB
Carlos Mané;76;RM/LM
Maximilian Philipp;76;CF/LM
Juan Pablo Añor;76;RM/CAM
Matteo Politano;76;RW/LW
Kenny Tete;76;RB
Capa;76;RB/RM
Armando Izzo;76;CB
Fernando Monetti;76;GK
Youssouf Sabaly;76;RB
Deyverson;76;ST
Gerardo Alcoba;76;CB
Emiliano Rigoni;76;RM/LM
Édson Puch;76;RM/CAM/ST
Gastón Lezcano;76;LW/RW
Silvio Romero;76;ST
Carlos Izquierdoz;76;CB
Sebastián Pérez;76;CM/CDM
Alexander Mejía;76;CDM
Frank Fabra;76;LB
Éder Balanta;76;CB
Ricardo Horta;76;LM/RM
Diego Laxalt;76;LM
Aderllan Santos;76;CB
Levin Öztunali;76;RM/LM
Niklas Stark;76;CDM/CB
Nicolás Castillo;76;ST
Gabriel;76;ST/RW
Óscar Duarte;76;CB
Marcos Lopes;76;RW/CAM
Santi Mina;76;RW/LW/RM
Leander Dendoncker;77;CDM/CB
Medrán;76;CM/CAM
José Sá;76;GK
Yannick Gerhardt;76;LM/LB
Iuri Medeiros;76;RM/LM
Dominik Kohr;76;CDM/CM
Lazar Markovi ;76;RM/CF
Vincenzo Grifo;76;LM
Robert Beri ;76;ST
Jonathan Gómez;76;CAM
Gianluca Lapadula;76;ST
Manquillo;76;RB/LB
Chancel Mbemba;76;CB
Ricardo Ferreira;76;CB
Björn Engels;76;CB
Mauro Dos Santos;76;CB
Emerson;76;LWB/LB
Marc Stendera;76;CAM/CDM
Jonas Hofmann;76;RM/LM
Ahmed Hassan;76;ST
Fabian Schär;76;CB
Thomas Partey;76;CDM/RM
Matías Britos;76;ST/CF
Guilherme;76;CDM/CAM
Omar Mascarell;76;CDM/CM
Christopher Jullien;76;CB
Martín Mantovani;76;CB
Alfred Duncan;76;CM
Marten de Roon;76;CM/CDM
Adnan Januzaj;76;LM/CAM
Romain Saïss;76;CDM/CB
Abdoulaye Doucouré;76;CDM/CM
Matheus;76;GK
Bertrand Traoré;76;RW/ST
Pedro Henrique;76;RM/LM
Roger;76;ST/LM
Yassine Benzia;76;CAM/RW
João Pereira;76;RB
Jordan Ferri;76;CM
Mattia De Sciglio;76;LB/RB
Amin Younes;76;LW
Jairo;76;LM/RM
Stefano Denswil;76;CB
Lucas Ocampos;76;LW/RW
James Ward-Prowse;76;CM/RM/CDM
Alberto Moreno;76;LB
Okay Yoku lu;75;CDM/CM
Fayçal Fajr;76;CAM/RM
Jordan Pickford;76;GK
Marcel Sabitzer;76;CAM/RM
Emiliano Sala;76;ST
Mauricio Pereyra;76;CM/RW
Ricardo Álvarez;76;CAM/CF
Christophe Kerbrat;76;CB
Julian Korb;76;RB
Saido Berahino;76;ST
Santiago Arias;76;RB
Kerim Frei;76;LM/RM
Baptiste Reynet;76;GK
Charly Musonda;76;LM/RM
Santiago Vergini;75;CB
Anthony Knockaert;76;RM/LM
Felipe Gutiérrez;76;CM/LM
Mohamed Elyounoussi;76;LM/CAM
Robin Knoche;76;CB
Fabián Castillo;76;LM/RM
Aleix Vidal;76;RB/RM
Javi Espinosa;76;CAM/CM/LM
Serantes;76;GK
Timmy Chandler;76;RB/RWB
Jeffrey Gouweleeuw;76;CB
Cristiano Piccini;76;RB/RWB
Martin Hinteregger;76;CB
Robbie Brady;76;LM/LWB
Ermin Bi ak i ;76;CB
Nemanja Nikoli ;76;ST
Geoffrey Kondogbia;76;CDM/CM
Samu García;76;RM/ST
Lionel Carole;76;LB
Muhamed Beši ;76;CDM/CM
Lukas Rupp;76;RM/CM
Steven Berghuis;76;RW/LW
Alan Patrick;76;CAM/RM
Hans Vanaken;76;CAM/CM
Pedro Obiang;76;CDM/CM
Timor;76;CDM/CB
Josué;76;RM/CAM
Gálvez;76;CB/CDM
Eric Bauthéac;76;LM/RM/RW
Harun Tekin;76;GK
Ibai Gómez;76;LM/CAM
Nicolas Pallois;76;CB
Timm Klose;76;CB
Sergio León;76;ST
Bibras Natcho;76;CDM/CAM
Raúl Navas;76;CB
Óscar Murillo;76;CB
Josip Drmi ;76;ST/LM
Tomás Pina;75;CM
Billy Ketkeophomphone;76;ST/RM
Philipp Wollscheid;76;CB
Celso Ortíz;76;CDM/CM
Jonas Martin;76;CM/LM
Jordan Ayew;76;ST/RM
Felix Wiedwald;76;GK
Khouma Babacar;76;ST
Adrien Regattin;76;RM/LM
Callum Wilson;76;ST
Simone Verdi;76;RW/CAM
Yonathan Del Valle;76;LM/RM
Macnelly Torres;76;CAM/CM
Esteban Paredes;76;ST
Joel Robles;76;GK
Alfreð Finnbogason;76;ST
Tom Cairney;76;CAM/CM
Aaron Mooy;76;CM/CDM
Jagoš Vukovi ;76;CB
Laguardia;76;CB
Nenad Tomovi ;76;CB/RB
Pontus Jansson;76;CB
Andre Gray;76;ST
André Almeida;76;RB/LB
Roger;76;CDM
Francesco Bardi;76;GK
Guido Burgstaller;76;ST/LM
Diafra Sakho;76;ST
Pape Souaré;76;LB
Manuel Schmiedebach;76;CDM
Iago Herrerín;76;GK
Christian Clemens;76;RM/LM
Marc Muniesa;76;CB/LB
Maxime Le Marchand;76;CB
Sebastian Jung;76;RB
Maxime Lestienne;76;LW
Luciano Narsingh;76;RW/LW
Javier Aquino;76;LM
Georgiy Schennikov;76;LB
Alexandr Kokorin;76;RW/ST
Pedro Morales;76;CAM/CM/CDM
Peter Pekarík;76;RB
Sandro;76;CDM/CM
Pascal Groß;76;CM/LM
Xandão;76;CB
Benjamin André;76;CDM/RM
Dominic Maroh;76;CB
Léonard Kweuke;76;ST
Matías Caruzzo;76;CB
Markus Henriksen;76;CAM/CM
Tony Jantschke;76;RB/CB
Grégory Sertic;76;CDM/CB
Christian Kabasele;76;CB
 ukasz Skorupski;76;GK
Aaron Cresswell;76;LB
Davide Santon;76;RB/LB
Danny Latza;76;CM/CDM
Alex McCarthy;76;GK
Bruno Fornaroli;76;ST
Jimmy Durmaz;76;LM/RM
Volkan  en;76;LM/RM
Jonathan Kodjia;76;ST
Miguel Angel Britos;76;CB
Michel Macedo;76;RB/RWB
Serey Dié;76;CDM
Sofiane Hanni;76;LM/CAM
Riccardo Meggiorini;76;ST
Oupa Manyisa;76;CM/CAM
Cheick Diabaté;76;ST
Aatif Chahechouhe;76;CAM/LM
Paul-José Mpoku;76;LM/CAM
Dmitriy Tarasov;76;CDM
Siem de Jong;76;CAM/ST
Franco Di Santo;76;ST
Matt Ritchie;76;RM
Fabio Borini;76;RM/ST
Gaël Kakuta;76;LM/RM
Diego Ângelo;76;CB
Andrea Poli;76;CM
Micha  Pazdan;76;CB
Maurício;76;CDM
Marcelo Larrondo;76;ST
Michael Lang;76;RB/CB
Jonathan Biabiany;76;RW/RM
Kolbeinn Sigþórsson;76;ST
Lamine Koné;76;CB
Gregory van der Wiel;76;RB
Maxi Moralez;76;CAM/LW
Gabriel Mercado;76;CB/RB
Siphiwe Tshabalala;76;RM/CF/LW
Anthony Mounier;76;RW/LW
Gottardi;76;GK
Simon Terodde;76;ST
Nils Petersen;76;ST
Giovanni Sio;76;ST
Fabian Frei;76;CM/CAM
Fin Bartels;76;RM/CAM/ST
Marc Albrighton;77;LM
Ciaran Clark;76;CB
Mërgim Mavraj;76;CB
Sebastian De Maio;76;CB
Koo Ja Cheol;76;CAM/RM
Marcelo Martins;76;ST
Albin Ekdal;76;CM/CDM
Rhodolfo;76;CB
Luisinho;76;LB/LM
Dejan Damjanovi ;76;ST
Eren Derdiyok;76;ST
Thomas Kraft;76;GK
Damien Da Silva;76;CB
Emiliano Insúa;76;LB
Pablo Hernández;76;CAM/LM
Miralem Sulejmani;76;LM/CAM
Marko Marin;76;CAM/LW
Adrián González;76;CAM/CM/CDM
Erik Pieters;76;LB
Papa Kouli Diop;76;CDM/CM
Sergio Sánchez;76;CB
Granero;76;CM/CDM
Lucas Deaux;76;CDM/CB
Sidney Sam;76;RM/CAM
Martin Harnik;76;ST/RM
Nabil Dirar;76;RM
Ludovic Baal;76;LB
Bojan Joki ;76;LB
Fabian Lustenberger;76;CDM/CB
Stefan Aigner;76;RM/ST
Andreas Beck;76;RB/LB
Simone Missiroli;76;CM
Yeom Ki Hun;76;LM
Jozy Altidore;76;ST
Jelle Vossen;76;ST/CAM
Sacha Kljestan;76;CAM/CM
Sven Kums;76;CM/CDM
Cristian Riveros;76;CM/CDM
Gonzalo Castro;76;LM
Adrián;76;ST
Joselu;76;ST
James Tomkins;76;CB/RB
Siqueira;76;LB/LM
Luca Cigarini;76;CM/CDM
Keiren Westwood;76;GK
Jonas Lössl;76;GK
Mikel Gonzalez;76;CB
Paul Aguilar;76;RB
Aythami Artiles;76;CB
Andrey Eschenko;76;RB/LB
Lorenzo De Silvestri;76;RB/RM
Tarik Elyounoussi;76;LW/RW
Scott Sinclair;76;LM
Andrea Masiello;76;CB/RB
Danijel Mili evi ;76;CF/CAM
Hugo Rodallega;75;ST
Roman Shishkin;76;RB/CDM
Mikhail Kerzhakov;76;GK
Alan Kasaev;76;LM
Brad Jones;76;GK
Doka;76;LM
Mariano Izco;76;CM/CDM
Lior Refaelov;76;RW/LW
Caio;76;LM/CAM
Eduardo;76;GK
Julien Féret;76;CM/CAM
Stéphane Sessègnon;76;CAM/CM/CDM
Jonathan Orozco;76;GK
Rolando;76;CB
James Morrison;76;CAM/CM
Marvin Matip;76;CB
Néstor Ortigoza;76;CM
Jesús Gámez;76;RB/LB
Abraham;76;CM/CDM
Trashorras;76;CDM/CM
Julio Alberto Barroso;76;CB
Pirmin Schwegler;76;CDM/CM
Oribe Peralta;76;ST
Gelson Fernandes;76;CDM/CM
Aaron Hunt;76;CAM
Mounir Obbadi;76;CM/CDM
Guillaume Hoarau;76;ST
José de Jesús Corona;76;GK
Charlie Adam;76;CM/CAM
Alexandr Belenov;76;GK
Àngel Rangel;76;RB
Jean-Louis Leca;76;GK
Rubens Sambueza;76;LM/CM
Jason Puncheon;76;CAM/LM/RM
Jaroslav Drobný;76;GK
Wes Hoolahan;76;CAM/LM
Vladimir Gabulov;76;GK
Diego Castro;76;CF/LM
Cejudo;76;RM/RB
Andrés Fernández;76;GK
Yalç n Ayhan;76;CB
Boštjan Cesar;76;CB
Leonardo Ponzio;76;CDM
Alejandro Domínguez;76;CAM/CM
Darren Fletcher;76;CM/CDM
Marc Janko;75;ST
Marco Storari;76;GK
Daniele Gastaldello;76;CB
Giampaolo Pazzini;76;ST
Franco Brienza;76;CM/CF/RW
Stijn Schaars;76;CDM/CM
Alexis;76;CB/RB
Hasan Ali Kald r m;76;LB
Ersan Gülüm;76;CB
Marco Borriello;76;ST
Kolo Touré;76;CB
Achille Emaná;75;CAM/LM
Gareth McAuley;76;CB
Artur Boruc;76;GK
Alberto Aquilani;76;CM/CDM
Wayne Routledge;76;RM/LM
Matthias Lehmann;76;CDM
Steven Pienaar;76;LM/CM
Ludovic Butelle;76;GK
Emiliano Moretti;76;CB
Jonas Olsson;76;CB
James Collins;76;CB
Nick Rimando;76;GK
Dario Dainelli;76;CB
Maarten Stekelenburg;76;GK
Paolo Cannavaro;76;CB
Carlos Soler;75;CM/CAM
Raphinha;75;LM
Mikel Villanueva;75;CB/LB
Federico Ricca;75;LB
Maurício António;75;CB
Adalberto Peñaranda;75;ST/LM
Franck Yannick Kessié;75;CM/CDM
Rafael Cachoira;75;CB/CDM
Nicholas Aldair;75;ST
Luimo Boas Santos;75;ST
Adilson Edrada;75;CAM
Allan Bardinho;75;CAM/CM
Simão Acunha;75;CAM/CF
Gabrisco Aníbal;75;CDM/CM
Davi Parrela;75;CB/CDM
Kaimo Lima;75;CB/LB
Victildinho;75;RB/RM
Andeson Trigo;75;LB/CAM
Kaíquão Castro;75;GK
Dani Rochelinhas;75;CAM/CM
Laure Santeiro;75;CAM/LW
Jorginhson;75;CDM/CAM
Melvin Parrela;75;CDM
Otávio Cairinho;75;CB/RB
Caio Nunson;75;CB/LB
Juli Freitinho;75;CB
Alexo Baia;75;RB/RM
Silas Almeim;75;LB/LM
Simão Donatinho;75;GK
Gastón Pereiro;75;RW/LW
Aminu Umar;75;RM/LM
Yoshinori Mut ;75;ST/LM
Viktor Kovalenko;75;CAM/CM
Kasper Dolberg;75;ST
Benjamin Henrichs;75;RB/LB
Christian Pulisic;75;RM/LM
Lucas Tousart;75;CDM/CM
Jakub Jankto;75;CM/LM
André Horta;75;CM/CAM
Presnel Kimpembe;75;CB
Hernani;75;CDM/CM
David García;75;CB
Mikel Merino;75;CDM/CM
Orbelín Pineda;75;CM/CDM
Rúben Neves;75;CDM/CM
Cristian Pavón;75;RM/ST
Lucas Torreira;75;CM
Erdem  en;75;CDM
Afonso Figueiredo;75;LB
Mario Pašali ;75;CM/CDM
Ömer Ali  ahiner;75;RM/RB
Toshihiro Aoyama;75;CM/CDM
Alexis Blin;75;CDM
Thomas Touré;75;CAM
Godfred Donsah;75;CM
Raúl;75;CB
Mislav Orši ;75;LM/RM
Sebastián Driussi;75;ST/LM
Lovre Kalini ;75;GK
Rafael Santos Borré;75;ST/CAM
Léo Bonatini;75;ST
Jaume;75;GK
Clément Lenglet;75;CB
Diego Rico;75;LB/CB
Alex Alegría;75;ST
Munir;75;RW/LW/CF
Tana;75;RM/LM/CAM
Hamari Traoré;73;RM/RB
Edgar Méndez;75;RM/LM
Jordan Amavi;75;LB
Rodrigo Battaglia;75;CM/CDM
Ezequiel Cerutti;75;RM
Djavan;75;LB
Federico Cartabia;75;RM
Franco Mussis;75;CDM
Marios Oikonomou;75;CB
Yuriy Gazinskiy;75;CDM/CM
Seko Fofana;75;CM/CDM
Andrew Robertson;75;LB/LWB
Tin Jedvaj;75;RB/CB
Maxwel Cornet;75;LW/RM
Aleksandar Mitrovi ;75;ST
Naranjo;75;LM/ST
Deniz Türüç;75;RM/CM/CAM
Rúben Vezo;75;CB/RB
Jonathan Schunke;75;CB
Martín Cauteruccio;75;ST/RM
Lucas Zelarayán;75;CAM/CDM
Luciano Lollo;75;CB
Milton Casco;75;LB
Paolo Goltz;75;CB
Luis Quiñones;75;LM
William Tesillo;75;CB
Yimmi Chará;75;RM/CAM
Jefferson Lerma;75;CDM/RB
Pierre-Emile Højbjerg;75;CM/CDM
Facundo Ferreyra;75;ST
Laurent Depoitre;75;ST
Hernâni;75;RM/LM
Jorrit Hendrix;75;CDM/CM
Leonel Vangioni;75;LB
Arthur Masuaku;75;LB/LM
Avilés Hurtado;75;ST/LM
Riechedly Bazoer;75;CM
Enzo Roco;75;CB
Camilo Vargas;75;GK
Karol Linetty;75;CM/CDM
Danilo Cataldi;75;CM/CDM
Ricardo Kishna;75;LW/CAM
Rubén Blanco;75;GK
Víctor Rodríguez;75;CAM/LM
Douglas Santos;75;LB/LW
Renato Steffen;75;LM/CAM
Ridgeciano Haps;75;LB
Garry Mendes Rodrigues;75;LM/RM
José Rodríguez;75;CDM/CM/CAM
Dimitrios Siovas;75;CB/CDM
José Juan Vázquez;75;CDM/CM
Derlis González;75;RM/LM
Gerso;75;LW/RW
Nathan Aké;75;CB/CDM
Isaac Becerra;75;GK
Giancarlo González;75;CB
Oumar Niasse;75;ST
Petros Mantalos;75;CAM/RM
Vitinho;75;ST/CAM
Albentosa;75;CB
Mike van der Hoorn;75;CB
Insua;75;CB
Eduardo Vargas;75;ST/RM
Will Hughes;75;CM
Bogdan Butko;75;RB
Sergiy Kryvtsov;75;CB
Luka Milivojevi ;75;CDM/CM
Willard Katsande;75;CDM/CM
Yvon Mvogo;75;GK
Calum Chambers;75;CB/RB
Stefanos Kapino;75;GK
Marko Livaja;75;ST
Dwight Gayle;75;ST/LM
Christian Atsu;75;RM/CM
Valeri Qazaishvili;75;CAM/CM
Soualiho Meïté;75;CDM/CM
Ilori;75;CB
Iván Piris;75;RB/CB
Abdoulaye Ba;75;CB
Lorenzo Melgarejo;75;ST/LM
Víctor Ibarbo;75;RW/ST
Benjamin van Leer;75;GK
Jürgen Locadia;75;ST/LW
Yassin Ayoub;75;CM/CAM
Edenílson;75;RM/LM
Viktor Fischer;75;LW
Pozuelo;75;CM/CDM
Adrien Trebel;75;CM/CAM
Welthon;75;ST
Mauro;75;CDM
Ogenyi Onazi;75;CDM/CM
Rodrigo Mora;75;ST
Gregoire Defrel;75;ST/CF
Federico Viviani;75;CM/CDM
Jérôme Roussillon;75;LB
Jota Peleteiro;75;RM/LM
David Juncà;75;LB
Bobby Wood;75;ST
Diego Demme;75;CDM/CM
Jasmin Kurti ;75;CM/CDM
Siniša An elkovi ;75;CB
Dmitriy Poloz;75;ST/CAM
Ryder;75;ST/CF
Ravel Morrison;75;CAM/CM
Gaëtan Bussmann;75;LB
André Martins;75;CM/CAM
